timestamp,solar_generation,net_generation,demand,LMP
03/01/2025 01:00:00,0.0,,227,57.1481
03/01/2025 03:00:00,0.0,,227,23.1468
03/01/2025 05:00:00,0.0,,227,23.0326
03/01/2025 07:00:00,0.0,,227,57.0764
03/01/2025 13:00:00,0.0,,227,18.3433
03/01/2025 15:00:00,0.0,,227,17.2292
03/01/2025 17:00:00,0.0,,227,17.0764
03/01/2025 19:00:00,0.0,,227,49.7309
03/01/2025 21:00:00,0.0,,227,18.1094
03/01/2025 23:00:00,0.0,,227,19.1812
02/28/2025 03:00:00,4121.0,833,310,15.8241
02/28/2025 07:00:00,4121.0,833,310,20.6716
02/28/2025 09:00:00,4121.0,833,310,-38.4719
02/28/2025 11:00:00,4121.0,833,310,-21.7197
02/28/2025 15:00:00,4121.0,833,310,-21.2495
02/28/2025 19:00:00,4121.0,833,310,50.8576
02/28/2025 21:00:00,4121.0,833,310,38.3208
02/28/2025 23:00:00,4121.0,833,310,32.7442
02/27/2025 01:00:00,3525.0,801,364,24.4826
02/27/2025 03:00:00,3525.0,801,364,18.8382
02/27/2025 05:00:00,3525.0,801,364,20.0139
02/27/2025 07:00:00,3525.0,801,364,24.2767
02/27/2025 09:00:00,3525.0,801,364,17.5514
02/27/2025 19:00:00,3525.0,801,364,44.888
02/27/2025 21:00:00,3525.0,801,364,19.8086
02/26/2025 03:00:00,4343.0,887,385,-30.9017
02/26/2025 07:00:00,4343.0,887,385,19.29
02/26/2025 09:00:00,4343.0,887,385,-30.3156
02/26/2025 11:00:00,4343.0,887,385,-39.789
02/26/2025 13:00:00,4343.0,887,385,-2.1217
02/26/2025 19:00:00,4343.0,887,385,24.8864
02/26/2025 21:00:00,4343.0,887,385,37.0174
02/26/2025 23:00:00,4343.0,887,385,30.95
02/25/2025 01:00:00,543.0,762,0,19.0034
02/25/2025 03:00:00,543.0,762,0,18.7728
02/25/2025 05:00:00,543.0,762,0,17.0293
02/25/2025 07:00:00,543.0,762,0,21.7756
02/25/2025 09:00:00,543.0,762,0,-42.9042
02/25/2025 11:00:00,543.0,762,0,0.0047
02/25/2025 13:00:00,543.0,762,0,0.0031
02/25/2025 15:00:00,543.0,762,0,-29.9022
02/25/2025 17:00:00,543.0,762,0,0.0037
02/25/2025 21:00:00,543.0,762,0,18.77
02/25/2025 23:00:00,543.0,762,0,0.0141
02/24/2025 01:00:00,4349.0,762,428,20.4635
02/24/2025 03:00:00,4349.0,762,428,20.843
02/24/2025 05:00:00,4349.0,762,428,22.3659
02/24/2025 07:00:00,4349.0,762,428,27.6704
02/24/2025 09:00:00,4349.0,762,428,0.0057
02/24/2025 11:00:00,4349.0,762,428,-29.6025
02/24/2025 15:00:00,4349.0,762,428,-2.0987
02/24/2025 17:00:00,4349.0,762,428,0.0008
02/24/2025 19:00:00,4349.0,762,428,29.471
02/24/2025 21:00:00,4349.0,762,428,24.5091
02/24/2025 23:00:00,4349.0,762,428,20.6842
02/23/2025 01:00:00,4228.0,930,388,23.7851
02/23/2025 03:00:00,4228.0,930,388,22.2336
02/23/2025 05:00:00,4228.0,930,388,20.4118
02/23/2025 07:00:00,4228.0,930,388,23.3203
02/23/2025 09:00:00,4228.0,930,388,0.0199
02/23/2025 15:00:00,4228.0,930,388,0.0028
02/23/2025 17:00:00,4228.0,930,388,11.6102
02/23/2025 19:00:00,4228.0,930,388,45.3925
02/23/2025 21:00:00,4228.0,930,388,0.0125
02/23/2025 23:00:00,4228.0,930,388,23.0692
02/22/2025 01:00:00,3535.0,723,303,26.9577
02/22/2025 03:00:00,3535.0,723,303,20.7286
02/22/2025 05:00:00,3535.0,723,303,25.2783
02/22/2025 07:00:00,3535.0,723,303,26.4727
02/22/2025 09:00:00,3535.0,723,303,0.015
02/22/2025 11:00:00,3535.0,723,303,0.0061
02/22/2025 13:00:00,3535.0,723,303,18.857
02/22/2025 15:00:00,3535.0,723,303,0.0026
02/22/2025 17:00:00,3535.0,723,303,0.0077
02/22/2025 19:00:00,3535.0,723,303,34.3548
02/22/2025 21:00:00,3535.0,723,303,24.6025
02/22/2025 23:00:00,3535.0,723,303,27.3799
02/21/2025 01:00:00,5393.0,831,337,25.4621
02/21/2025 03:00:00,5393.0,831,337,30.2381
02/21/2025 05:00:00,5393.0,831,337,53.9265
02/21/2025 07:00:00,5393.0,831,337,68.0322
02/21/2025 09:00:00,5393.0,831,337,29.5878
02/21/2025 11:00:00,5393.0,831,337,20.5895
02/21/2025 13:00:00,5393.0,831,337,0.0023
02/21/2025 15:00:00,5393.0,831,337,13.8994
02/21/2025 17:00:00,5393.0,831,337,0.0034
02/21/2025 19:00:00,5393.0,831,337,39.8769
02/21/2025 21:00:00,5393.0,831,337,42.809
02/21/2025 23:00:00,5393.0,831,337,21.9585
02/20/2025 01:00:00,5152.0,831,337,29.7433
02/20/2025 03:00:00,5152.0,831,337,28.4355
02/20/2025 05:00:00,5152.0,831,337,28.5482
02/20/2025 07:00:00,5152.0,831,337,40.0652
02/20/2025 09:00:00,5152.0,831,337,23.1896
02/20/2025 11:00:00,5152.0,831,337,16.1651
02/20/2025 13:00:00,5152.0,831,337,0.0105
02/20/2025 15:00:00,5152.0,831,337,0.0041
02/20/2025 17:00:00,5152.0,831,337,26.028
02/20/2025 19:00:00,5152.0,831,337,28.2298
02/20/2025 21:00:00,5152.0,831,337,28.3834
02/20/2025 23:00:00,5152.0,831,337,25.2996
02/19/2025 01:00:00,4790.0,731,337,36.5466
02/19/2025 03:00:00,4790.0,731,337,36.0515
02/19/2025 05:00:00,4790.0,731,337,35.7835
02/19/2025 07:00:00,4790.0,731,337,59.8042
02/19/2025 09:00:00,4790.0,731,337,38.6237
02/19/2025 11:00:00,4790.0,731,337,29.6782
02/19/2025 13:00:00,4790.0,731,337,26.8767
02/19/2025 15:00:00,4790.0,731,337,23.8912
02/19/2025 17:00:00,4790.0,731,337,25.9503
02/19/2025 19:00:00,4790.0,731,337,52.7048
02/19/2025 21:00:00,4790.0,731,337,50.2241
02/19/2025 23:00:00,4790.0,731,337,35.5023
02/18/2025 01:00:00,4952.0,954,344,29.4238
02/18/2025 03:00:00,4952.0,954,344,34.1033
02/18/2025 05:00:00,4952.0,954,344,36.5025
02/18/2025 07:00:00,4952.0,954,344,62.9607
02/18/2025 09:00:00,4952.0,954,344,61.1557
02/18/2025 11:00:00,4952.0,954,344,27.8838
02/18/2025 13:00:00,4952.0,954,344,24.2837
02/18/2025 15:00:00,4952.0,954,344,26.429
02/18/2025 17:00:00,4952.0,954,344,26.5713
02/18/2025 19:00:00,4952.0,954,344,39.5949
02/18/2025 21:00:00,4952.0,954,344,66.2384
02/18/2025 23:00:00,4952.0,954,344,51.7689
02/17/2025 01:00:00,3022.0,370,332,28.7142
02/17/2025 03:00:00,3022.0,370,332,30.53
02/17/2025 05:00:00,3022.0,370,332,28.538
02/17/2025 07:00:00,3022.0,370,332,54.6409
02/17/2025 09:00:00,3022.0,370,332,18.1685
02/17/2025 11:00:00,3022.0,370,332,28.3004
02/17/2025 13:00:00,3022.0,370,332,22.0977
02/17/2025 15:00:00,3022.0,370,332,22.7092
02/17/2025 17:00:00,3022.0,370,332,28.9254
02/17/2025 19:00:00,3022.0,370,332,55.5291
02/17/2025 21:00:00,3022.0,370,332,64.9482
02/17/2025 23:00:00,3022.0,370,332,38.9735
02/16/2025 01:00:00,3080.0,735,325,40.4068
02/16/2025 03:00:00,3080.0,735,325,30.7893
02/16/2025 05:00:00,3080.0,735,325,25.6915
02/16/2025 07:00:00,3080.0,735,325,39.0404
02/16/2025 09:00:00,3080.0,735,325,63.4416
02/16/2025 11:00:00,3080.0,735,325,23.1452
02/16/2025 13:00:00,3080.0,735,325,0.0058
02/16/2025 15:00:00,3080.0,735,325,-2.1367
02/16/2025 17:00:00,3080.0,735,325,0.0097
02/16/2025 19:00:00,3080.0,735,325,41.1429
02/16/2025 21:00:00,3080.0,735,325,29.8534
02/16/2025 23:00:00,3080.0,735,325,30.3352
02/15/2025 01:00:00,3070.0,669,275,26.3992
02/15/2025 03:00:00,3070.0,669,275,27.5175
02/15/2025 05:00:00,3070.0,669,275,37.7172
02/15/2025 07:00:00,3070.0,669,275,34.6958
02/15/2025 09:00:00,3070.0,669,275,26.365
02/15/2025 11:00:00,3070.0,669,275,39.3978
02/15/2025 13:00:00,3070.0,669,275,26.9827
02/15/2025 15:00:00,3070.0,669,275,26.0915
02/15/2025 17:00:00,3070.0,669,275,16.6321
02/15/2025 19:00:00,3070.0,669,275,29.283
02/15/2025 21:00:00,3070.0,669,275,28.7776
02/15/2025 23:00:00,3070.0,669,275,29.0585
02/14/2025 01:00:00,2942.0,709,264,8.5739
02/14/2025 03:00:00,2942.0,709,264,23.1573
02/14/2025 05:00:00,2942.0,709,264,21.0597
02/14/2025 07:00:00,2942.0,709,264,26.1452
02/14/2025 09:00:00,2942.0,709,264,24.9034
02/14/2025 11:00:00,2942.0,709,264,22.4685
02/14/2025 13:00:00,2942.0,709,264,22.174
02/14/2025 15:00:00,2942.0,709,264,24.6855
02/14/2025 17:00:00,2942.0,709,264,22.2982
02/14/2025 19:00:00,2942.0,709,264,45.633
02/14/2025 21:00:00,2942.0,709,264,26.1313
02/14/2025 23:00:00,2942.0,709,264,18.7588
02/13/2025 01:00:00,2645.0,682,299,24.2194
02/13/2025 03:00:00,2645.0,682,299,22.7592
02/13/2025 05:00:00,2645.0,682,299,24.5582
02/13/2025 07:00:00,2645.0,682,299,25.2561
02/13/2025 09:00:00,2645.0,682,299,24.8674
02/13/2025 11:00:00,2645.0,682,299,21.5029
02/13/2025 13:00:00,2645.0,682,299,5.2028
02/13/2025 15:00:00,2645.0,682,299,17.822
02/13/2025 17:00:00,2645.0,682,299,90.0439
02/13/2025 19:00:00,2645.0,682,299,24.3707
02/13/2025 21:00:00,2645.0,682,299,9.5002
02/13/2025 23:00:00,2645.0,682,299,16.1658
02/12/2025 01:00:00,956.0,544,323,32.5896
02/12/2025 03:00:00,956.0,544,323,27.9249
02/12/2025 05:00:00,956.0,544,323,0.0097
02/12/2025 07:00:00,956.0,544,323,18.6259
02/12/2025 09:00:00,956.0,544,323,17.6655
02/12/2025 11:00:00,956.0,544,323,3.5247
02/12/2025 13:00:00,956.0,544,323,12.3318
02/12/2025 15:00:00,956.0,544,323,9.9699
02/12/2025 17:00:00,956.0,544,323,23.626
